REGION,CYCLONE_ID,LON_TCIR,LAT_TCIR,TIME,WIND_KTS,SIZE,PRESSURE_MB,USA_ATCF_ID,ISO_TIME,SID,LAT_IBTRACS,LON_IBTRACS,USA_WIND,USA_PRES
ATLN,200404L,-43.8,33.1,2004-08-23 18:00:00,25.0,0.0,1017.0,AL042004,2004-08-23 18:00:00,2004227N12338,33.1,-43.8,25,1017
ATLN,200404L,-44.0,33.5,2004-08-23 21:00:00,23.0,0.0,1018.0,AL042004,2004-08-23 21:00:00,2004227N12338,33.5,-44.0,23,1018
ATLN,200404L,-44.2,33.9,2004-08-24 00:00:00,20.0,0.0,1018.0,AL042004,2004-08-24 00:00:00,2004227N12338,33.9,-44.2,20,1018
ATLN,200404L,-44.8,35.1,2004-08-24 09:00:00,20.0,0.0,1019.0,AL042004,2004-08-24 09:00:00,2004227N12338,35.1,-44.8,20,1019
ATLN,200404L,-45.0,35.5,2004-08-24 12:00:00,20.0,0.0,1019.0,AL042004,2004-08-24 12:00:00,2004227N12338,35.5,-45.0,20,1019
ATLN,200404L,-45.1,36.0,2004-08-24 15:00:00,20.0,0.0,1019.0,AL042004,2004-08-24 15:00:00,2004227N12338,35.9,-45.1,20,1019
ATLN,200404L,-45.2,36.4,2004-08-24 18:00:00,20.0,0.0,1019.0,AL042004,2004-08-24 18:00:00,2004227N12338,36.4,-45.2,20,1019
ATLN,200405L,-45.6,9.0,2004-08-13 18:00:00,30.0,0.0,1011.0,AL052004,2004-08-13 18:00:00,2004227N09314,9.0,-45.6,30,1011
ATLN,200405L,-46.5,9.1,2004-08-13 21:00:00,30.0,0.0,1011.0,AL052004,2004-08-13 21:00:00,2004227N09314,9.1,-46.5,30,1011
ATLN,200405L,-51.4,10.1,2004-08-14 12:00:00,30.0,0.0,1011.0,AL052004,2004-08-14 12:00:00,2004227N09314,10.1,-51.4,30,1011
ATLN,200405L,-52.5,10.3,2004-08-14 15:00:00,33.0,18.8,1011.0,AL052004,2004-08-14 15:00:00,2004227N09314,10.3,-52.4,33,1011
ATLN,200405L,-53.5,10.5,2004-08-14 18:00:00,35.0,37.5,1010.0,AL052004,2004-08-14 18:00:00,2004227N09314,10.5,-53.5,35,1010
ATLN,200405L,-54.7,10.8,2004-08-14 21:00:00,35.0,37.5,1010.0,AL052004,2004-08-14 21:00:00,2004227N09314,10.7,-54.7,35,1010
ATLN,200405L,-60.8,11.8,2004-08-15 12:00:00,45.0,41.3,1009.0,AL052004,2004-08-15 12:00:00,2004227N09314,11.8,-60.8,45,1009
ATLN,200405L,-61.8,11.9,2004-08-15 15:00:00,40.0,39.4,1010.0,AL052004,2004-08-15 15:00:00,2004227N09314,11.9,-61.9,40,1010
ATLN,200405L,-62.8,12.1,2004-08-15 18:00:00,35.0,37.5,1010.0,AL052004,2004-08-15 18:00:00,2004227N09314,12.1,-62.8,35,1010
ATLN,200406L,-37.5,11.3,2004-08-25 09:00:00,30.0,0.0,1008.0,AL062004,2004-08-25 09:00:00,2004238N11325,11.2,-37.6,30,1008
ATLN,200406L,-38.3,11.3,2004-08-25 12:00:00,30.0,0.0,1007.0,AL062004,2004-08-25 12:00:00,2004238N11325,11.3,-38.3,30,1007
ATLN,200406L,-39.0,11.4,2004-08-25 15:00:00,33.0,15.0,1006.0,AL062004,2004-08-25 15:00:00,2004238N11325,11.4,-39.0,33,1006
ATLN,200406L,-39.8,11.5,2004-08-25 18:00:00,35.0,30.0,1005.0,AL062004,2004-08-25 18:00:00,2004238N11325,11.5,-39.8,35,1005
ATLN,200406L,-43.7,12.6,2004-08-26 09:00:00,50.0,53.8,997.0,AL062004,2004-08-26 09:00:00,2004238N11325,12.5,-43.7,50,997
ATLN,200406L,-44.5,12.8,2004-08-26 12:00:00,55.0,57.5,994.0,AL062004,2004-08-26 12:00:00,2004238N11325,12.8,-44.5,55,994
ATLN,200406L,-45.1,13.1,2004-08-26 15:00:00,60.0,60.0,991.0,AL062004,2004-08-26 15:00:00,2004238N11325,13.1,-45.2,60,991
ATLN,200406L,-45.8,13.3,2004-08-26 18:00:00,65.0,62.5,987.0,AL062004,2004-08-26 18:00:00,2004238N11325,13.3,-45.8,65,987
ATLN,200406L,-46.3,13.5,2004-08-26 21:00:00,68.0,65.0,986.0,AL062004,2004-08-26 21:00:00,2004238N11325,13.5,-46.3,68,986
ATLN,200406L,-46.8,13.7,2004-08-27 00:00:00,70.0,67.5,984.0,AL062004,2004-08-27 00:00:00,2004238N11325,13.7,-46.8,70,984
ATLN,200406L,-48.1,14.4,2004-08-27 09:00:00,83.0,70.0,975.0,AL062004,2004-08-27 09:00:00,2004238N11325,14.4,-48.2,83,975
ATLN,200406L,-48.5,14.7,2004-08-27 12:00:00,90.0,72.5,970.0,AL062004,2004-08-27 12:00:00,2004238N11325,14.7,-48.5,90,970
ATLN,200406L,-48.9,15.1,2004-08-27 15:00:00,95.0,78.8,966.0,AL062004,2004-08-27 15:00:00,2004238N11325,15.1,-48.9,95,966
ATLN,200406L,-49.3,15.4,2004-08-27 18:00:00,100.0,85.0,962.0,AL062004,2004-08-27 18:00:00,2004238N11325,15.4,-49.3,100,962
ATLN,200406L,-49.6,15.7,2004-08-27 21:00:00,100.0,85.0,962.0,AL062004,2004-08-27 21:00:00,2004238N11325,15.6,-49.6,100,962
ATLN,200406L,-51.6,17.2,2004-08-28 12:00:00,105.0,90.0,958.0,AL062004,2004-08-28 12:00:00,2004238N11325,17.2,-51.6,105,958
ATLN,200406L,-52.0,17.4,2004-08-28 15:00:00,110.0,91.3,953.0,AL062004,2004-08-28 15:00:00,2004238N11325,17.5,-52.0,110,953
ATLN,200406L,-52.3,17.7,2004-08-28 18:00:00,115.0,92.5,948.0,AL062004,2004-08-28 18:00:00,2004238N11325,17.7,-52.3,115,948
ATLN,200406L,-52.6,17.9,2004-08-28 21:00:00,115.0,98.8,948.0,AL062004,2004-08-28 21:00:00,2004238N11325,17.9,-52.6,115,948
ATLN,200406L,-54.4,18.6,2004-08-29 12:00:00,115.0,122.5,948.0,AL062004,2004-08-29 12:00:00,2004238N11325,18.6,-54.4,115,948
ATLN,200406L,-54.7,18.7,2004-08-29 15:00:00,113.0,126.3,948.0,AL062004,2004-08-29 15:00:00,2004238N11325,18.7,-54.7,113,948
ATLN,200406L,-55.0,18.8,2004-08-29 18:00:00,110.0,130.0,948.0,AL062004,2004-08-29 18:00:00,2004238N11325,18.8,-55.0,110,948
ATLN,200406L,-55.4,18.9,2004-08-29 21:00:00,108.0,130.0,951.0,AL062004,2004-08-29 21:00:00,2004238N11325,18.9,-55.4,108,951
ATLN,200406L,-58.1,19.2,2004-08-30 12:00:00,100.0,132.5,956.0,AL062004,2004-08-30 12:00:00,2004238N11325,19.2,-58.1,100,956
ATLN,200406L,-58.7,19.3,2004-08-30 15:00:00,105.0,136.3,952.0,AL062004,2004-08-30 15:00:00,2004238N11325,19.3,-58.7,105,952
ATLN,200406L,-59.3,19.4,2004-08-30 18:00:00,110.0,140.0,948.0,AL062004,2004-08-30 18:00:00,2004238N11325,19.4,-59.3,110,948
ATLN,200406L,-60.0,19.5,2004-08-30 21:00:00,110.0,141.3,947.0,AL062004,2004-08-30 21:00:00,2004238N11325,19.5,-60.0,110,947
ATLN,200406L,-63.5,20.0,2004-08-31 12:00:00,120.0,142.5,949.0,AL062004,2004-08-31 12:00:00,2004238N11325,20.0,-63.5,120,949
ATLN,200406L,-64.3,20.1,2004-08-31 15:00:00,123.0,142.5,946.0,AL062004,2004-08-31 15:00:00,2004238N11325,20.1,-64.3,123,946
ATLN,200406L,-65.0,20.3,2004-08-31 18:00:00,125.0,142.5,942.0,AL062004,2004-08-31 18:00:00,2004238N11325,20.3,-65.0,125,942
ATLN,200406L,-65.7,20.5,2004-08-31 21:00:00,123.0,142.5,942.0,AL062004,2004-08-31 21:00:00,2004238N11325,20.4,-65.7,123,942
ATLN,200406L,-69.1,21.4,2004-09-01 12:00:00,120.0,142.5,937.0,AL062004,2004-09-01 12:00:00,2004238N11325,21.4,-69.1,120,937
ATLN,200406L,-69.8,21.6,2004-09-01 15:00:00,120.0,142.5,939.0,AL062004,2004-09-01 15:00:00,2004238N11325,21.6,-69.8,120,939
ATLN,200406L,-70.4,21.8,2004-09-01 18:00:00,120.0,142.5,941.0,AL062004,2004-09-01 18:00:00,2004238N11325,21.8,-70.4,120,941
ATLN,200406L,-70.9,22.0,2004-09-01 21:00:00,120.0,142.5,940.0,AL062004,2004-09-01 21:00:00,2004238N11325,22.0,-70.9,120,940
ATLN,200406L,-73.5,23.2,2004-09-02 12:00:00,120.0,142.5,939.0,AL062004,2004-09-02 12:00:00,2004238N11325,23.2,-73.5,120,939
ATLN,200406L,-73.9,23.5,2004-09-02 15:00:00,118.0,143.8,944.0,AL062004,2004-09-02 15:00:00,2004238N11325,23.5,-73.9,118,944
ATLN,200406L,-74.3,23.8,2004-09-02 18:00:00,115.0,145.0,948.0,AL062004,2004-09-02 18:00:00,2004238N11325,23.8,-74.3,115,948
ATLN,200406L,-74.7,24.0,2004-09-02 21:00:00,110.0,146.3,948.0,AL062004,2004-09-02 21:00:00,2004238N11325,24.1,-74.7,108,948
ATLN,200406L,-76.3,25.3,2004-09-03 12:00:00,95.0,148.8,958.0,AL062004,2004-09-03 12:00:00,2004238N11325,25.3,-76.3,95,958
ATLN,200406L,-76.7,25.5,2004-09-03 15:00:00,93.0,149.4,959.0,AL062004,2004-09-03 15:00:00,2004238N11325,25.5,-76.7,93,959
ATLN,200406L,-77.1,25.7,2004-09-03 18:00:00,90.0,150.0,960.0,AL062004,2004-09-03 18:00:00,2004238N11325,25.7,-77.1,90,960
ATLN,200406L,-77.3,25.9,2004-09-03 21:00:00,88.0,151.9,960.0,AL062004,2004-09-03 21:00:00,2004238N11325,25.8,-77.3,88,960
ATLN,200406L,-78.5,26.8,2004-09-04 12:00:00,90.0,153.8,962.0,AL062004,2004-09-04 12:00:00,2004238N11325,26.8,-78.5,90,962
ATLN,200406L,-78.8,26.8,2004-09-04 15:00:00,90.0,154.4,962.0,AL062004,2004-09-04 15:00:00,2004238N11325,26.9,-78.9,90,962
ATLN,200406L,-79.1,26.8,2004-09-04 18:00:00,90.0,155.0,962.0,AL062004,2004-09-04 18:00:00,2004238N11325,26.8,-79.1,90,962
ATLN,200406L,-79.3,26.9,2004-09-04 21:00:00,93.0,155.0,960.0,AL062004,2004-09-04 21:00:00,2004238N11325,26.9,-79.2,93,960
ATLN,200406L,-80.7,27.4,2004-09-05 12:00:00,80.0,143.8,969.0,AL062004,2004-09-05 12:00:00,2004238N11325,27.4,-80.7,80,969
ATLN,200406L,-81.2,27.6,2004-09-05 15:00:00,70.0,140.6,972.0,AL062004,2004-09-05 15:00:00,2004238N11325,27.6,-81.2,70,972
ATLN,200406L,-81.7,27.8,2004-09-05 18:00:00,60.0,137.5,975.0,AL062004,2004-09-05 18:00:00,2004238N11325,27.8,-81.7,60,975
ATLN,200406L,-82.0,28.0,2004-09-05 21:00:00,58.0,143.8,977.0,AL062004,2004-09-05 21:00:00,2004238N11325,27.9,-82.0,58,977
ATLN,200406L,-83.7,29.2,2004-09-06 12:00:00,55.0,82.5,982.0,AL062004,2004-09-06 12:00:00,2004238N11325,29.2,-83.7,55,982
ATLN,200406L,-83.8,29.6,2004-09-06 15:00:00,53.0,71.3,982.0,AL062004,2004-09-06 15:00:00,2004238N11325,29.6,-83.8,53,982
ATLN,200406L,-84.0,30.1,2004-09-06 18:00:00,50.0,60.0,982.0,AL062004,2004-09-06 18:00:00,2004238N11325,30.1,-84.0,50,982
ATLN,200406L,-84.3,30.6,2004-09-06 21:00:00,43.0,52.5,983.0,AL062004,2004-09-06 21:00:00,2004238N11325,30.6,-84.3,43,983
ATLN,200406L,-84.6,31.0,2004-09-07 00:00:00,35.0,45.0,984.0,AL062004,2004-09-07 00:00:00,2004238N11325,31.0,-84.6,35,984
ATLN,200406L,-85.2,32.0,2004-09-07 12:00:00,25.0,0.0,992.0,AL062004,2004-09-07 12:00:00,2004238N11325,32.0,-85.2,25,992
ATLN,200406L,-85.2,32.3,2004-09-07 15:00:00,25.0,0.0,994.0,AL062004,2004-09-07 15:00:00,2004238N11325,32.2,-85.2,25,994
ATLN,200406L,-85.1,32.5,2004-09-07 18:00:00,25.0,0.0,996.0,AL062004,2004-09-07 18:00:00,2004238N11325,32.5,-85.1,25,996
ATLN,200406L,-84.9,33.0,2004-09-07 21:00:00,25.0,0.0,997.0,AL062004,2004-09-07 21:00:00,2004238N11325,32.9,-84.9,25,997
ATLN,200406L,-84.7,33.4,2004-09-08 00:00:00,25.0,0.0,998.0,AL062004,2004-09-08 00:00:00,2004238N11325,33.4,-84.7,25,998
ATLN,200406L,-83.2,36.1,2004-09-08 12:00:00,25.0,0.0,1001.0,AL062004,2004-09-08 12:00:00,2004238N11325,36.1,-83.2,25,1001
ATLN,200406L,-82.7,37.0,2004-09-08 15:00:00,25.0,0.0,1002.0,AL062004,2004-09-08 15:00:00,2004238N11325,37.0,-82.6,25,1002
ATLN,200406L,-82.1,37.8,2004-09-08 18:00:00,25.0,0.0,1002.0,AL062004,2004-09-08 18:00:00,2004238N11325,37.8,-82.1,25,1002
ATLN,200406L,-81.7,38.3,2004-09-08 21:00:00,25.0,0.0,1002.0,AL062004,2004-09-08 21:00:00,2004238N11325,38.2,-81.7,25,1002
ATLN,200406L,-76.7,43.5,2004-09-09 15:00:00,33.0,18.8,1002.0,AL062004,2004-09-09 15:00:00,2004238N11325,43.6,-76.7,33,1002
ATLN,200406L,-75.7,44.3,2004-09-09 18:00:00,30.0,0.0,1002.0,AL062004,2004-09-09 18:00:00,2004238N11325,44.3,-75.7,30,1002
ATLN,200406L,-74.5,44.8,2004-09-09 21:00:00,28.0,0.0,1003.0,AL062004,2004-09-09 21:00:00,2004238N11325,44.8,-74.6,28,1003
ATLN,200406L,-67.3,46.6,2004-09-10 12:00:00,20.0,0.0,1005.0,AL062004,2004-09-10 12:00:00,2004238N11325,46.6,-67.3,20,1005
ATLN,200406L,-65.8,46.9,2004-09-10 15:00:00,20.0,0.0,1005.0,AL062004,2004-09-10 15:00:00,2004238N11325,46.9,-65.7,20,1005
ATLN,200407L,-78.1,31.8,2004-08-27 12:00:00,25.0,0.0,1015.0,AL072004,2004-08-27 12:00:00,2004241N32282,31.8,-78.1,25,1015
ATLN,200407L,-78.0,31.7,2004-08-27 15:00:00,25.0,0.0,1015.0,AL072004,2004-08-27 15:00:00,2004241N32282,31.7,-78.0,25,1015
ATLN,200407L,-78.0,31.6,2004-08-27 18:00:00,25.0,0.0,1014.0,AL072004,2004-08-27 18:00:00,2004241N32282,31.6,-78.0,25,1014
ATLN,200407L,-78.0,31.5,2004-08-27 21:00:00,28.0,0.0,1013.0,AL072004,2004-08-27 21:00:00,2004241N32282,31.5,-78.0,28,1013
ATLN,200407L,-78.5,31.3,2004-08-28 12:00:00,45.0,25.0,1000.0,AL072004,2004-08-28 12:00:00,2004241N32282,31.3,-78.5,45,1000
ATLN,200407L,-78.7,31.3,2004-08-28 15:00:00,48.0,41.3,999.0,AL072004,2004-08-28 15:00:00,2004241N32282,31.3,-78.7,48,999
ATLN,200407L,-78.8,31.3,2004-08-28 18:00:00,50.0,57.5,997.0,AL072004,2004-08-28 18:00:00,2004241N32282,31.3,-78.8,50,997
ATLN,200407L,-78.9,31.4,2004-08-28 21:00:00,53.0,53.8,996.0,AL072004,2004-08-28 21:00:00,2004241N32282,31.4,-79.0,53,996
ATLN,200407L,-79.5,32.8,2004-08-29 12:00:00,65.0,40.0,986.0,AL072004,2004-08-29 12:00:00,2004241N32282,32.8,-79.5,65,986
ATLN,200407L,-79.5,33.1,2004-08-29 15:00:00,55.0,27.5,989.0,AL072004,2004-08-29 15:00:00,2004241N32282,33.1,-79.6,60,987
ATLN,200407L,-79.6,33.5,2004-08-29 18:00:00,45.0,15.0,992.0,AL072004,2004-08-29 18:00:00,2004241N32282,33.5,-79.6,45,992
ATLN,200407L,-79.5,33.9,2004-08-29 21:00:00,38.0,7.5,994.0,AL072004,2004-08-29 21:00:00,2004241N32282,33.9,-79.5,38,994
ATLN,200407L,-78.3,36.0,2004-08-30 15:00:00,28.0,0.0,1001.0,AL072004,2004-08-30 15:00:00,2004241N32282,36.0,-78.3,28,1001
ATLN,200407L,-77.8,36.4,2004-08-30 18:00:00,30.0,0.0,1002.0,AL072004,2004-08-30 18:00:00,2004241N32282,36.4,-77.8,30,1002
ATLN,200407L,-77.2,36.8,2004-08-30 21:00:00,33.0,5.6,1002.0,AL072004,2004-08-30 21:00:00,2004241N32282,36.8,-77.3,33,1002
ATLN,200407L,-72.9,39.1,2004-08-31 12:00:00,35.0,11.3,1001.0,AL072004,2004-08-31 12:00:00,2004241N32282,39.1,-72.9,35,1001
ATLN,200407L,-71.7,39.7,2004-08-31 15:00:00,35.0,31.9,1000.0,AL072004,2004-08-31 15:00:00,2004241N32282,39.7,-71.8,35,1000
ATLN,200407L,-70.5,40.2,2004-08-31 18:00:00,35.0,52.5,999.0,AL072004,2004-08-31 18:00:00,2004241N32282,40.2,-70.5,35,999
ATLN,200407L,-69.0,40.6,2004-08-31 21:00:00,38.0,60.0,999.0,AL072004,2004-08-31 21:00:00,2004241N32282,40.6,-69.1,38,999
ATLN,200407L,-59.6,43.0,2004-09-01 12:00:00,45.0,75.0,999.0,AL072004,2004-09-01 12:00:00,2004241N32282,43.0,-59.6,45,999
ATLN,200407L,-57.3,44.0,2004-09-01 15:00:00,45.0,108.8,999.0,AL072004,2004-09-01 15:00:00,2004241N32282,43.9,-57.4,45,999
ATLN,200407L,-55.0,45.0,2004-09-01 18:00:00,45.0,142.5,998.0,AL072004,2004-09-01 18:00:00,2004241N32282,45.0,-55.0,45,998
ATLN,200407L,-41.0,49.3,2004-09-02 09:00:00,45.0,120.0,995.0,AL072004,2004-09-02 09:00:00,2004241N32282,49.3,-41.0,45,995
ATLN,200408L,-65.2,29.0,2004-08-27 18:00:00,25.0,0.0,1016.0,AL082004,2004-08-27 18:00:00,2004241N29295,29.0,-65.2,25,1016
ATLN,200408L,-66.6,29.2,2004-08-28 12:00:00,30.0,0.0,1015.0,AL082004,2004-08-28 12:00:00,2004241N29295,29.2,-66.6,30,1015
ATLN,200408L,-66.9,29.4,2004-08-28 15:00:00,30.0,0.0,1015.0,AL082004,2004-08-28 15:00:00,2004241N29295,29.4,-66.8,30,1015
ATLN,200408L,-67.2,29.7,2004-08-28 18:00:00,30.0,0.0,1015.0,AL082004,2004-08-28 18:00:00,2004241N29295,29.7,-67.2,30,1015
ATLN,200408L,-67.8,29.9,2004-08-28 21:00:00,30.0,0.0,1015.0,AL082004,2004-08-28 21:00:00,2004241N29295,29.9,-67.8,30,1015
ATLN,200408L,-69.8,31.1,2004-08-29 12:00:00,35.0,31.3,1012.0,AL082004,2004-08-29 12:00:00,2004241N29295,31.1,-69.8,35,1012
ATLN,200408L,-70.2,31.5,2004-08-29 15:00:00,38.0,31.3,1009.0,AL082004,2004-08-29 15:00:00,2004241N29295,31.4,-70.2,38,1009
ATLN,200408L,-70.5,31.8,2004-08-29 18:00:00,40.0,31.3,1005.0,AL082004,2004-08-29 18:00:00,2004241N29295,31.8,-70.5,40,1005
ATLN,200408L,-70.8,32.2,2004-08-29 21:00:00,40.0,40.6,1005.0,AL082004,2004-08-29 21:00:00,2004241N29295,32.2,-70.8,40,1005
ATLN,200408L,-71.5,36.7,2004-08-30 15:00:00,45.0,34.4,1008.0,AL082004,2004-08-30 15:00:00,2004241N29295,36.7,-71.5,45,1008
ATLN,200408L,-71.4,37.6,2004-08-30 18:00:00,45.0,31.3,1008.0,AL082004,2004-08-30 18:00:00,2004241N29295,37.6,-71.4,45,1008
ATLN,200408L,-71.3,38.8,2004-08-30 21:00:00,40.0,20.6,1010.0,AL082004,2004-08-30 21:00:00,2004241N29295,38.8,-71.4,40,1010
ATLN,200408L,-70.5,43.1,2004-08-31 12:00:00,25.0,0.0,1014.0,AL082004,2004-08-31 12:00:00,2004241N29295,43.1,-70.5,25,1014
ATLN,200409L,-27.6,9.7,2004-09-02 18:00:00,25.0,0.0,1009.0,AL092004,2004-09-02 18:00:00,2004247N10332,9.7,-27.6,25,1009
ATLN,200409L,-31.2,9.6,2004-09-03 09:00:00,38.0,25.0,1004.0,AL092004,2004-09-03 09:00:00,2004247N10332,9.6,-31.2,38,1004
ATLN,200409L,-32.1,9.5,2004-09-03 12:00:00,40.0,25.0,1003.0,AL092004,2004-09-03 12:00:00,2004247N10332,9.5,-32.1,40,1003
ATLN,200409L,-32.9,9.4,2004-09-03 15:00:00,42.0,58.8,1002.0,AL092004,2004-09-03 15:00:00,2004247N10332,9.4,-32.9,43,1002
ATLN,200409L,-33.6,9.3,2004-09-03 18:00:00,45.0,92.5,1000.0,AL092004,2004-09-03 18:00:00,2004247N10332,9.3,-33.6,45,1000
ATLN,200409L,-37.4,8.9,2004-09-04 09:00:00,50.0,80.0,997.0,AL092004,2004-09-04 09:00:00,2004247N10332,8.9,-37.3,50,997
ATLN,200409L,-38.2,8.9,2004-09-04 12:00:00,50.0,80.0,997.0,AL092004,2004-09-04 12:00:00,2004247N10332,8.9,-38.2,50,997
ATLN,200409L,-39.0,8.9,2004-09-04 15:00:00,52.0,75.0,996.0,AL092004,2004-09-04 15:00:00,2004247N10332,8.9,-39.1,53,996
ATLN,200409L,-39.9,9.0,2004-09-04 18:00:00,55.0,70.0,994.0,AL092004,2004-09-04 18:00:00,2004247N10332,9.0,-39.9,55,994
ATLN,200409L,-44.2,9.7,2004-09-05 09:00:00,75.0,92.5,982.0,AL092004,2004-09-05 09:00:00,2004247N10332,9.6,-44.3,75,982
ATLN,200409L,-45.1,9.8,2004-09-05 12:00:00,85.0,95.0,977.0,AL092004,2004-09-05 12:00:00,2004247N10332,9.8,-45.1,85,977
ATLN,200409L,-46.0,10.0,2004-09-05 15:00:00,98.0,97.5,966.0,AL092004,2004-09-05 15:00:00,2004247N10332,10.0,-46.0,98,966
ATLN,200409L,-46.8,10.2,2004-09-05 18:00:00,110.0,100.0,955.0,AL092004,2004-09-05 18:00:00,2004247N10332,10.2,-46.8,110,955
ATLN,200409L,-47.6,10.4,2004-09-05 21:00:00,112.0,105.0,952.0,AL092004,2004-09-05 21:00:00,2004247N10332,10.4,-47.6,113,952
ATLN,200409L,-52.5,11.0,2004-09-06 12:00:00,110.0,115.0,955.0,AL092004,2004-09-06 12:00:00,2004247N10332,11.0,-52.5,110,955
ATLN,200409L,-53.5,11.2,2004-09-06 15:00:00,100.0,100.0,962.0,AL092004,2004-09-06 15:00:00,2004247N10332,11.2,-53.5,100,962
ATLN,200409L,-54.4,11.3,2004-09-06 18:00:00,90.0,85.0,969.0,AL092004,2004-09-06 18:00:00,2004247N10332,11.3,-54.4,90,969
ATLN,200409L,-55.2,11.2,2004-09-06 21:00:00,90.0,90.0,966.0,AL092004,2004-09-06 21:00:00,2004247N10332,11.3,-55.3,90,967
ATLN,200409L,-59.4,11.6,2004-09-07 12:00:00,100.0,100.0,963.0,AL092004,2004-09-07 12:00:00,2004247N10332,11.6,-59.4,100,963
ATLN,200409L,-60.2,11.7,2004-09-07 15:00:00,102.0,104.4,960.0,AL092004,2004-09-07 15:00:00,2004247N10332,11.7,-60.3,103,960
ATLN,200409L,-61.1,11.8,2004-09-07 18:00:00,105.0,108.8,956.0,AL092004,2004-09-07 18:00:00,2004247N10332,11.8,-61.1,105,956
ATLN,200409L,-61.9,11.9,2004-09-07 21:00:00,110.0,111.2,953.0,AL092004,2004-09-07 21:00:00,2004247N10332,11.9,-61.7,109,953
ATLN,200409L,-62.6,12.0,2004-09-08 00:00:00,115.0,113.8,950.0,AL092004,2004-09-08 00:00:00,2004247N10332,12.0,-62.6,115,950
ATLN,200409L,-65.5,12.6,2004-09-08 12:00:00,120.0,113.8,955.0,AL092004,2004-09-08 12:00:00,2004247N10332,12.6,-65.5,120,955
ATLN,200409L,-66.2,12.8,2004-09-08 15:00:00,120.0,113.8,952.0,AL092004,2004-09-08 15:00:00,2004247N10332,12.8,-66.3,120,953
ATLN,200409L,-67.0,13.0,2004-09-08 18:00:00,120.0,113.8,950.0,AL092004,2004-09-08 18:00:00,2004247N10332,13.0,-67.0,120,950
ATLN,200409L,-71.3,14.4,2004-09-09 15:00:00,135.0,113.1,920.0,AL092004,2004-09-09 15:00:00,2004247N10332,14.4,-71.4,135,920
ATLN,200409L,-71.9,14.7,2004-09-09 18:00:00,130.0,106.2,921.0,AL092004,2004-09-09 18:00:00,2004247N10332,14.7,-71.9,130,921
ATLN,200409L,-72.3,14.9,2004-09-09 21:00:00,130.0,113.1,922.0,AL092004,2004-09-09 21:00:00,2004247N10332,14.9,-72.4,130,922
ATLN,200409L,-75.2,16.5,2004-09-10 15:00:00,122.0,120.0,937.0,AL092004,2004-09-10 15:00:00,2004247N10332,16.5,-75.3,123,937
ATLN,200409L,-75.8,16.8,2004-09-10 18:00:00,120.0,120.0,940.0,AL092004,2004-09-10 18:00:00,2004247N10332,16.8,-75.8,120,940
ATLN,200409L,-76.2,17.1,2004-09-10 21:00:00,128.0,120.0,933.0,AL092004,2004-09-10 21:00:00,2004247N10332,17.1,-76.1,128,933
ATLN,200409L,-78.4,17.7,2004-09-11 12:00:00,125.0,125.0,925.0,AL092004,2004-09-11 12:00:00,2004247N10332,17.7,-78.4,125,925
ATLN,200409L,-78.7,17.9,2004-09-11 15:00:00,135.0,125.0,922.0,AL092004,2004-09-11 15:00:00,2004247N10332,17.9,-78.7,135,923
ATLN,200409L,-79.0,18.0,2004-09-11 18:00:00,145.0,125.0,920.0,AL092004,2004-09-11 18:00:00,2004247N10332,18.0,-79.0,145,920
ATLN,200409L,-79.3,18.1,2004-09-11 21:00:00,145.0,125.0,915.0,AL092004,2004-09-11 21:00:00,2004247N10332,18.1,-79.3,145,915
ATLN,200409L,-81.2,18.8,2004-09-12 12:00:00,135.0,130.0,919.0,AL092004,2004-09-12 12:00:00,2004247N10332,18.8,-81.2,135,919
ATLN,200409L,-81.7,19.0,2004-09-12 15:00:00,132.0,130.0,920.0,AL092004,2004-09-12 15:00:00,2004247N10332,18.9,-81.6,130,920
ATLN,200409L,-82.1,19.1,2004-09-12 18:00:00,130.0,130.0,920.0,AL092004,2004-09-12 18:00:00,2004247N10332,19.1,-82.1,130,920
ATLN,200409L,-82.4,19.3,2004-09-12 21:00:00,135.0,140.0,918.0,AL092004,2004-09-12 21:00:00,2004247N10332,19.3,-82.5,135,918
ATLN,200409L,-84.1,20.4,2004-09-13 12:00:00,140.0,145.0,915.0,AL092004,2004-09-13 12:00:00,2004247N10332,20.4,-84.1,140,915
ATLN,200409L,-84.4,20.6,2004-09-13 15:00:00,140.0,154.4,914.0,AL092004,2004-09-13 15:00:00,2004247N10332,20.6,-84.4,140,914
ATLN,200409L,-84.7,20.9,2004-09-13 18:00:00,140.0,163.8,912.0,AL092004,2004-09-13 18:00:00,2004247N10332,20.9,-84.7,140,912
ATLN,200409L,-84.9,21.2,2004-09-13 21:00:00,140.0,160.0,913.0,AL092004,2004-09-13 21:00:00,2004247N10332,21.2,-84.8,140,910
ATLN,200409L,-86.2,23.4,2004-09-14 15:00:00,122.0,187.5,930.0,AL092004,2004-09-14 15:00:00,2004247N10332,23.3,-86.2,123,931
ATLN,200409L,-86.5,23.7,2004-09-14 18:00:00,120.0,187.5,931.0,AL092004,2004-09-14 18:00:00,2004247N10332,23.7,-86.5,120,931
ATLN,200409L,-86.8,24.2,2004-09-14 21:00:00,120.0,187.5,930.0,AL092004,2004-09-14 21:00:00,2004247N10332,24.2,-86.8,120,930
ATLN,200409L,-87.9,26.7,2004-09-15 12:00:00,115.0,200.0,939.0,AL092004,2004-09-15 12:00:00,2004247N10332,26.7,-87.9,115,939
