REGION,CYCLONE_ID,LON,LAT,TIME,WIND_KTS,SIZE,PRESSURE_MB
ATLN,200411L,-82.3,28.3,2004-09-26 18:00:00,55.0,131.2,970.0
ATLN,200411L,-82.5,28.8,2004-09-26 21:00:00,50.0,119.4,974.0
ATLN,200411L,-83.8,31.8,2004-09-27 15:00:00,32.0,62.5,990.0
ATLN,200411L,-83.6,32.5,2004-09-27 18:00:00,30.0,0.0,993.0
ATLN,200411L,-83.4,32.9,2004-09-27 21:00:00,28.0,0.0,996.0
ATLN,200411L,-81.0,35.4,2004-09-28 12:00:00,20.0,0.0,1000.0
ATLN,200411L,-79.7,36.3,2004-09-28 15:00:00,22.0,0.0,1000.0
ATLN,200411L,-78.4,37.3,2004-09-28 18:00:00,25.0,0.0,999.0
ATLN,200411L,-77.4,37.8,2004-09-28 21:00:00,25.0,0.0,999.0
ATLN,200411L,-72.5,38.5,2004-09-29 12:00:00,35.0,37.5,999.0
ATLN,200412L,-29.9,11.2,2004-09-16 09:00:00,30.0,0.0,1008.0
ATLN,200412L,-30.7,11.2,2004-09-16 12:00:00,30.0,0.0,1007.0
ATLN,200412L,-31.4,11.2,2004-09-16 15:00:00,32.0,11.2,1006.0
ATLN,200412L,-32.1,11.2,2004-09-16 18:00:00,35.0,22.5,1005.0
ATLN,200412L,-34.8,11.8,2004-09-17 09:00:00,52.0,55.0,996.0
ATLN,200412L,-35.3,12.1,2004-09-17 12:00:00,55.0,57.5,994.0
ATLN,200412L,-35.6,12.6,2004-09-17 15:00:00,55.0,63.1,993.0
ATLN,200412L,-36.0,13.0,2004-09-17 18:00:00,55.0,68.8,992.0
ATLN,200412L,-38.4,14.8,2004-09-18 09:00:00,88.0,85.0,972.0
ATLN,200412L,-38.8,15.0,2004-09-18 12:00:00,90.0,90.0,970.0
ATLN,200412L,-39.2,15.3,2004-09-18 15:00:00,92.0,93.8,968.0
ATLN,200412L,-39.7,15.6,2004-09-18 18:00:00,95.0,97.5,965.0
ATLN,200412L,-40.2,15.8,2004-09-18 21:00:00,95.0,97.5,965.0
ATLN,200412L,-40.8,15.9,2004-09-19 00:00:00,95.0,97.5,965.0
ATLN,200412L,-42.0,16.1,2004-09-19 09:00:00,102.0,103.1,958.0
ATLN,200412L,-42.4,16.3,2004-09-19 12:00:00,105.0,105.0,955.0
ATLN,200412L,-42.9,16.5,2004-09-19 15:00:00,108.0,108.8,953.0
ATLN,200412L,-43.4,16.7,2004-09-19 18:00:00,110.0,112.5,951.0
ATLN,200412L,-44.5,16.8,2004-09-20 00:00:00,110.0,116.2,951.0
ATLN,200412L,-45.6,17.2,2004-09-20 09:00:00,112.0,142.5,950.0
ATLN,200412L,-46.0,17.5,2004-09-20 12:00:00,110.0,151.2,951.0
ATLN,200412L,-46.2,17.8,2004-09-20 15:00:00,110.0,156.9,951.0
ATLN,200412L,-46.5,18.1,2004-09-20 18:00:00,110.0,162.5,951.0
ATLN,200412L,-47.5,20.2,2004-09-21 09:00:00,122.0,203.1,940.0
ATLN,200412L,-47.8,20.8,2004-09-21 12:00:00,120.0,206.2,943.0
ATLN,200412L,-48.0,21.6,2004-09-21 15:00:00,112.0,209.4,946.0
ATLN,200412L,-48.3,22.3,2004-09-21 18:00:00,105.0,212.5,948.0
ATLN,200412L,-48.5,23.0,2004-09-21 21:00:00,102.0,212.5,952.0
ATLN,200412L,-49.5,26.2,2004-09-22 12:00:00,90.0,212.5,967.0
ATLN,200412L,-49.1,26.9,2004-09-22 15:00:00,90.0,215.6,968.0
ATLN,200412L,-48.7,27.5,2004-09-22 18:00:00,90.0,218.8,970.0
ATLN,200412L,-48.2,28.2,2004-09-22 21:00:00,92.0,228.1,968.0
ATLN,200412L,-45.3,31.6,2004-09-23 09:00:00,108.0,253.1,952.0
ATLN,200412L,-44.4,32.5,2004-09-23 12:00:00,105.0,256.2,953.0
ATLN,200412L,-43.7,33.5,2004-09-23 15:00:00,98.0,259.4,954.0
ATLN,200412L,-43.0,34.5,2004-09-23 18:00:00,90.0,262.5,955.0
ATLN,200412L,-40.9,41.0,2004-09-24 09:00:00,72.0,281.2,960.0
ATLN,200412L,-40.5,42.6,2004-09-24 12:00:00,70.0,287.5,961.0
ATLN,200412L,-40.5,44.0,2004-09-24 15:00:00,68.0,303.1,962.0
ATLN,200412L,-40.5,45.5,2004-09-24 18:00:00,65.0,318.8,962.0
ATLN,200413L,-32.4,13.3,2004-09-19 18:00:00,30.0,0.0,1004.0
ATLN,200413L,-33.3,13.3,2004-09-20 00:00:00,30.0,0.0,1004.0
ATLN,200413L,-34.8,13.4,2004-09-20 09:00:00,35.0,20.0,1003.0
ATLN,200413L,-35.4,13.5,2004-09-20 12:00:00,40.0,40.0,1002.0
ATLN,200413L,-35.9,13.6,2004-09-20 15:00:00,45.0,42.5,1000.0
ATLN,200413L,-36.4,13.7,2004-09-20 18:00:00,50.0,45.0,997.0
ATLN,200413L,-38.7,14.0,2004-09-21 09:00:00,60.0,45.0,990.0
ATLN,200413L,-39.1,14.1,2004-09-21 12:00:00,60.0,45.0,990.0
ATLN,200413L,-39.4,14.2,2004-09-21 15:00:00,60.0,45.0,990.0
ATLN,200413L,-39.7,14.3,2004-09-21 18:00:00,60.0,45.0,990.0
ATLN,200413L,-40.9,14.3,2004-09-22 09:00:00,48.0,42.5,998.0
ATLN,200413L,-41.1,14.2,2004-09-22 12:00:00,45.0,40.0,1000.0
ATLN,200413L,-41.3,14.1,2004-09-22 15:00:00,45.0,40.0,1000.0
ATLN,200413L,-41.5,13.9,2004-09-22 18:00:00,45.0,40.0,1000.0
ATLN,200413L,-40.3,13.1,2004-09-23 09:00:00,38.0,50.0,1002.0
ATLN,200413L,-40.0,13.1,2004-09-23 12:00:00,35.0,50.0,1003.0
ATLN,200413L,-40.2,13.7,2004-09-23 15:00:00,32.0,25.0,1004.0
ATLN,200413L,-40.5,14.3,2004-09-23 18:00:00,30.0,0.0,1005.0
ATLN,200413L,-42.8,13.9,2004-09-24 09:00:00,38.0,15.0,1002.0
ATLN,200413L,-43.2,13.9,2004-09-24 12:00:00,35.0,15.0,1003.0
ATLN,200413L,-43.5,13.9,2004-09-24 15:00:00,32.0,7.5,1004.0
ATLN,200413L,-43.8,14.0,2004-09-24 18:00:00,30.0,0.0,1005.0
ATLN,200413L,-45.1,15.3,2004-09-25 09:00:00,40.0,37.5,1002.0
ATLN,200413L,-45.4,15.7,2004-09-25 12:00:00,45.0,37.5,1000.0
ATLN,200413L,-45.5,16.2,2004-09-25 15:00:00,45.0,37.5,1000.0
ATLN,200413L,-45.7,16.7,2004-09-25 18:00:00,45.0,37.5,1000.0
ATLN,200413L,-46.0,18.4,2004-09-26 09:00:00,52.0,75.0,996.0
ATLN,200413L,-46.0,18.7,2004-09-26 12:00:00,55.0,75.0,994.0
ATLN,200413L,-46.0,18.9,2004-09-26 15:00:00,52.0,75.0,996.0
ATLN,200413L,-46.0,19.2,2004-09-26 18:00:00,50.0,75.0,997.0
ATLN,200413L,-46.0,19.4,2004-09-26 21:00:00,48.0,75.0,998.0
ATLN,200413L,-46.2,20.3,2004-09-27 09:00:00,45.0,68.8,1000.0
ATLN,200413L,-46.2,20.6,2004-09-27 12:00:00,45.0,62.5,1000.0
ATLN,200413L,-46.2,21.0,2004-09-27 15:00:00,42.0,48.1,1001.0
ATLN,200413L,-46.2,21.3,2004-09-27 18:00:00,40.0,33.8,1002.0
ATLN,200413L,-46.5,23.6,2004-09-28 09:00:00,42.0,53.8,1001.0
ATLN,200413L,-46.5,24.3,2004-09-28 12:00:00,45.0,53.8,1000.0
ATLN,200413L,-46.5,24.9,2004-09-28 15:00:00,50.0,51.9,997.0
ATLN,200413L,-46.5,25.4,2004-09-28 18:00:00,55.0,50.0,994.0
ATLN,200413L,-46.0,28.2,2004-09-29 09:00:00,60.0,111.2,990.0
ATLN,200413L,-45.8,28.9,2004-09-29 12:00:00,60.0,118.8,990.0
ATLN,200413L,-45.8,29.5,2004-09-29 15:00:00,60.0,118.8,990.0
ATLN,200413L,-45.8,30.1,2004-09-29 18:00:00,60.0,118.8,990.0
ATLN,200413L,-47.0,32.2,2004-09-30 09:00:00,52.0,138.8,996.0
ATLN,200413L,-47.3,32.4,2004-09-30 12:00:00,50.0,115.0,997.0
ATLN,200413L,-47.5,32.8,2004-09-30 15:00:00,48.0,103.8,998.0
ATLN,200413L,-47.8,33.1,2004-09-30 18:00:00,45.0,92.5,1000.0
ATLN,200413L,-47.0,36.3,2004-10-01 12:00:00,60.0,75.0,990.0
ATLN,200413L,-46.4,37.0,2004-10-01 15:00:00,60.0,68.8,990.0
ATLN,200413L,-45.8,37.7,2004-10-01 18:00:00,60.0,62.5,990.0
ATLN,200413L,-40.4,41.0,2004-10-02 09:00:00,65.0,62.5,987.0
ATLN,200413L,-39.1,41.6,2004-10-02 12:00:00,65.0,62.5,987.0
ATLN,200413L,-37.5,42.2,2004-10-02 15:00:00,60.0,61.9,990.0
ATLN,200413L,-36.0,42.8,2004-10-02 18:00:00,55.0,61.2,994.0
ATLN,200414L,-94.8,24.1,2004-10-08 15:00:00,32.0,31.2,1006.0
ATLN,200414L,-94.2,24.1,2004-10-08 18:00:00,35.0,62.5,1004.0
ATLN,200414L,-93.7,24.6,2004-10-09 00:00:00,40.0,62.5,1000.0
ATLN,200414L,-92.4,26.6,2004-10-09 15:00:00,38.0,52.5,1000.0
ATLN,200414L,-92.0,26.8,2004-10-09 18:00:00,40.0,55.0,997.0
ATLN,200414L,-91.7,27.1,2004-10-09 21:00:00,40.0,57.5,998.0
ATLN,200414L,-90.9,29.9,2004-10-10 15:00:00,28.0,0.0,1001.0
ATLN,200414L,-90.9,30.4,2004-10-10 18:00:00,25.0,0.0,1002.0
ATLN,200414L,-91.0,31.2,2004-10-10 21:00:00,25.0,0.0,1002.0
ATLN,200415L,-66.5,31.5,2004-10-10 12:00:00,40.0,156.2,1000.0
ATLN,200415L,-66.5,31.8,2004-10-10 15:00:00,40.0,146.9,999.0
ATLN,200415L,-66.5,32.1,2004-10-10 18:00:00,40.0,137.5,998.0
ATLN,200415L,-66.0,32.5,2004-10-10 21:00:00,40.0,112.5,996.0
ATLN,200415L,-61.8,36.0,2004-10-11 12:00:00,45.0,181.2,986.0
ATLN,200415L,-61.1,37.2,2004-10-11 15:00:00,45.0,215.6,986.0
ATLN,200415L,-60.5,38.5,2004-10-11 18:00:00,45.0,250.0,986.0
ATLN,200416L,-41.9,26.5,2004-11-26 12:00:00,35.0,162.5,1002.0
ATLN,200416L,-42.2,26.6,2004-11-26 15:00:00,35.0,193.8,1001.0
ATLN,200416L,-42.5,26.8,2004-11-26 18:00:00,35.0,225.0,1000.0
ATLN,200416L,-44.3,26.4,2004-11-27 12:00:00,35.0,237.5,1000.0
ATLN,200416L,-44.3,26.3,2004-11-27 15:00:00,35.0,221.9,1000.0
ATLN,200416L,-44.4,26.2,2004-11-27 18:00:00,35.0,206.2,1000.0
ATLN,200416L,-44.0,28.2,2004-11-28 12:00:00,35.0,165.0,1000.0
ATLN,200416L,-44.5,28.4,2004-11-28 15:00:00,35.0,165.0,1000.0
ATLN,200416L,-45.1,28.7,2004-11-28 18:00:00,35.0,165.0,999.0
ATLN,200416L,-47.9,29.6,2004-11-29 12:00:00,40.0,143.8,998.0
ATLN,200416L,-48.3,29.9,2004-11-29 15:00:00,42.0,137.5,998.0
ATLN,200416L,-48.8,30.2,2004-11-29 18:00:00,45.0,131.2,998.0
ATLN,200416L,-51.0,31.3,2004-11-30 12:00:00,40.0,100.0,997.0
ATLN,200416L,-51.0,31.5,2004-11-30 15:00:00,40.0,93.8,997.0
ATLN,200416L,-51.0,31.7,2004-11-30 18:00:00,40.0,87.5,997.0
ATLN,200416L,-50.4,31.6,2004-12-01 12:00:00,40.0,70.0,997.0
ATLN,200416L,-50.2,31.3,2004-12-01 15:00:00,38.0,63.1,997.0
ATLN,200416L,-50.1,31.0,2004-12-01 18:00:00,35.0,56.2,997.0
ATLN,200416L,-50.4,29.1,2004-12-02 12:00:00,30.0,0.0,995.0
ATLN,200416L,-50.2,28.8,2004-12-02 15:00:00,30.0,0.0,996.0
ATLN,200416L,-50.1,28.5,2004-12-02 18:00:00,30.0,0.0,996.0
ATLN,200416L,-50.3,26.5,2004-12-03 12:00:00,30.0,0.0,1000.0
ATLN,200416L,-50.5,26.4,2004-12-03 15:00:00,28.0,0.0,1001.0
ATLN,200416L,-50.6,26.2,2004-12-03 18:00:00,25.0,0.0,1002.0
ATLN,200416L,-50.4,25.0,2004-12-04 12:00:00,25.0,0.0,1010.0
ATLN,200416L,-50.6,25.1,2004-12-04 15:00:00,25.0,0.0,1010.0
ATLN,200416L,-50.9,25.1,2004-12-04 18:00:00,25.0,0.0,1011.0
ATLN,200416L,-51.4,26.1,2004-12-05 12:00:00,20.0,0.0,1014.0
ATLN,200501L,-84.0,16.9,2005-06-08 18:00:00,25.0,0.0,1004.0
ATLN,200501L,-84.0,17.1,2005-06-08 21:00:00,28.0,0.0,1004.0
ATLN,200501L,-83.9,17.4,2005-06-09 00:00:00,30.0,0.0,1003.0
ATLN,200501L,-84.0,19.0,2005-06-09 12:00:00,35.0,32.5,1002.0
ATLN,200501L,-84.0,19.4,2005-06-09 15:00:00,35.0,31.2,1002.0
ATLN,200501L,-84.1,19.7,2005-06-09 18:00:00,35.0,30.0,1002.0
ATLN,200501L,-84.2,20.0,2005-06-09 21:00:00,38.0,27.5,1002.0
ATLN,200501L,-84.2,20.4,2005-06-10 00:00:00,40.0,25.0,1001.0
ATLN,200501L,-84.9,23.9,2005-06-10 15:00:00,52.0,61.2,998.0
ATLN,200501L,-85.1,24.9,2005-06-10 18:00:00,55.0,67.5,995.0
ATLN,200501L,-85.3,25.7,2005-06-10 21:00:00,58.0,75.6,992.0
ATLN,200501L,-85.6,26.5,2005-06-11 00:00:00,60.0,83.8,990.0
ATLN,200501L,-87.3,29.5,2005-06-11 15:00:00,52.0,56.9,990.0
ATLN,200501L,-87.5,30.1,2005-06-11 18:00:00,50.0,32.5,991.0
ATLN,200501L,-87.5,30.8,2005-06-11 21:00:00,40.0,16.2,992.0
ATLN,200501L,-87.6,31.4,2005-06-12 00:00:00,30.0,0.0,994.0
ATLN,200501L,-88.0,35.0,2005-06-12 12:00:00,20.0,0.0,1003.0
ATLN,200501L,-87.9,36.0,2005-06-12 15:00:00,20.0,0.0,1004.0
ATLN,200501L,-87.8,37.0,2005-06-12 18:00:00,20.0,0.0,1005.0
ATLN,200501L,-87.7,37.8,2005-06-12 21:00:00,20.0,0.0,1006.0
ATLN,200501L,-87.5,38.5,2005-06-13 00:00:00,20.0,0.0,1006.0
ATLN,200501L,-85.0,42.0,2005-06-13 12:00:00,20.0,0.0,1005.0
ATLN,200501L,-84.5,42.5,2005-06-13 15:00:00,20.0,0.0,1005.0
ATLN,200501L,-84.0,43.0,2005-06-13 18:00:00,20.0,0.0,1005.0
ATLN,200501L,-82.5,43.4,2005-06-13 21:00:00,20.0,0.0,1004.0
ATLN,200501L,-81.1,43.7,2005-06-14 00:00:00,20.0,0.0,1003.0
ATLN,200502L,-95.4,19.7,2005-06-28 18:00:00,30.0,0.0,1006.0
ATLN,200502L,-95.6,19.9,2005-06-28 21:00:00,32.0,12.5,1006.0
ATLN,200502L,-95.8,20.0,2005-06-29 00:00:00,35.0,25.0,1005.0
ATLN,200502L,-97.3,20.8,2005-06-29 12:00:00,35.0,30.0,1005.0
ATLN,200502L,-97.7,21.1,2005-06-29 15:00:00,30.0,15.0,1006.0
ATLN,200502L,-98.1,21.4,2005-06-29 18:00:00,25.0,0.0,1007.0
ATLN,200502L,-98.3,21.7,2005-06-29 21:00:00,25.0,0.0,1008.0
ATLN,200502L,-98.5,22.0,2005-06-30 00:00:00,25.0,0.0,1008.0
ATLN,200503L,-86.7,18.3,2005-07-03 18:00:00,30.0,0.0,1009.0
ATLN,200503L,-87.0,18.5,2005-07-03 21:00:00,30.0,0.0,1008.0
ATLN,200503L,-87.2,18.6,2005-07-04 00:00:00,30.0,0.0,1007.0
ATLN,200503L,-88.5,20.9,2005-07-04 12:00:00,25.0,0.0,1011.0
ATLN,200503L,-88.8,21.6,2005-07-04 15:00:00,28.0,0.0,1010.0
ATLN,200503L,-89.0,22.3,2005-07-04 18:00:00,30.0,0.0,1010.0
ATLN,200503L,-89.3,23.1,2005-07-04 21:00:00,30.0,0.0,1010.0
ATLN,200503L,-89.7,23.9,2005-07-05 00:00:00,30.0,0.0,1009.0
ATLN,200503L,-90.4,26.4,2005-07-05 12:00:00,45.0,50.0,1002.0
ATLN,200503L,-90.5,27.0,2005-07-05 15:00:00,52.0,58.8,1000.0
ATLN,200503L,-90.5,27.6,2005-07-05 18:00:00,60.0,67.5,997.0
ATLN,200503L,-90.4,28.1,2005-07-05 21:00:00,62.0,68.8,994.0
ATLN,200503L,-90.3,28.5,2005-07-06 00:00:00,65.0,70.0,992.0
ATLN,200503L,-88.9,30.8,2005-07-06 12:00:00,40.0,17.5,998.0
ATLN,200503L,-88.5,31.2,2005-07-06 15:00:00,35.0,8.8,999.0
ATLN,200503L,-88.1,31.6,2005-07-06 18:00:00,30.0,0.0,1000.0
ATLN,200503L,-87.7,32.0,2005-07-06 21:00:00,28.0,0.0,1002.0
ATLN,200503L,-87.2,32.4,2005-07-07 00:00:00,25.0,0.0,1004.0
ATLN,200503L,-84.1,34.6,2005-07-07 12:00:00,20.0,0.0,1009.0
ATLN,200503L,-82.9,35.1,2005-07-07 15:00:00,20.0,0.0,1010.0
ATLN,200503L,-81.8,35.6,2005-07-07 18:00:00,20.0,0.0,1010.0
ATLN,200503L,-80.9,36.4,2005-07-07 21:00:00,20.0,0.0,1010.0
ATLN,200503L,-80.0,37.1,2005-07-08 00:00:00,20.0,0.0,1010.0
ATLN,200503L,-76.7,38.4,2005-07-08 12:00:00,25.0,0.0,1009.0
ATLN,200503L,-75.8,38.8,2005-07-08 15:00:00,25.0,0.0,1009.0
ATLN,200503L,-74.8,39.1,2005-07-08 18:00:00,25.0,0.0,1009.0
ATLN,200503L,-72.0,39.5,2005-07-09 00:00:00,25.0,0.0,1009.0
ATLN,200503L,-69.8,41.6,2005-07-09 12:00:00,30.0,0.0,1007.0
ATLN,200503L,-69.7,42.5,2005-07-09 15:00:00,30.0,0.0,1006.0
ATLN,200503L,-69.6,43.5,2005-07-09 18:00:00,30.0,0.0,1006.0
ATLN,200503L,-69.7,44.2,2005-07-09 21:00:00,30.0,0.0,1006.0
ATLN,200503L,-69.8,44.9,2005-07-10 00:00:00,30.0,0.0,1006.0
ATLN,200503L,-67.6,46.5,2005-07-10 12:00:00,25.0,0.0,1006.0
ATLN,200503L,-67.0,47.2,2005-07-10 15:00:00,22.0,0.0,1006.0
ATLN,200503L,-66.4,48.0,2005-07-10 18:00:00,20.0,0.0,1006.0
ATLN,200503L,-65.5,48.2,2005-07-10 21:00:00,20.0,0.0,1006.0
ATLN,200503L,-64.5,48.5,2005-07-11 00:00:00,20.0,0.0,1006.0
ATLN,200504L,-60.8,12.0,2005-07-04 18:00:00,25.0,0.0,1010.0
ATLN,200504L,-61.6,12.1,2005-07-04 21:00:00,28.0,0.0,1010.0
ATLN,200504L,-65.9,13.0,2005-07-05 12:00:00,35.0,35.0,1007.0
ATLN,200504L,-66.6,13.3,2005-07-05 15:00:00,38.0,35.0,1006.0
ATLN,200504L,-67.3,13.6,2005-07-05 18:00:00,40.0,35.0,1005.0
ATLN,200504L,-67.9,13.9,2005-07-05 21:00:00,42.0,37.5,1002.0
ATLN,200504L,-70.9,15.1,2005-07-06 12:00:00,55.0,63.8,991.0
ATLN,200504L,-71.4,15.3,2005-07-06 15:00:00,58.0,66.9,990.0
ATLN,200504L,-71.9,15.6,2005-07-06 18:00:00,60.0,70.0,989.0
ATLN,200504L,-72.5,15.9,2005-07-06 21:00:00,65.0,76.9,986.0
ATLN,200504L,-74.9,17.6,2005-07-07 12:00:00,90.0,100.0,967.0
ATLN,200504L,-75.5,18.1,2005-07-07 15:00:00,95.0,100.6,962.0
ATLN,200504L,-76.1,18.5,2005-07-07 18:00:00,100.0,101.2,957.0
ATLN,200504L,-76.6,18.9,2005-07-07 21:00:00,110.0,101.2,954.0
ATLN,200504L,-80.0,21.4,2005-07-08 15:00:00,125.0,113.8,940.0
ATLN,200504L,-80.6,22.0,2005-07-08 18:00:00,120.0,118.8,941.0
ATLN,200504L,-81.1,22.4,2005-07-08 21:00:00,110.0,123.8,950.0
ATLN,200504L,-81.6,22.7,2005-07-09 00:00:00,100.0,128.8,960.0
ATLN,200504L,-83.4,24.3,2005-07-09 12:00:00,80.0,135.0,967.0
ATLN,200504L,-83.8,24.8,2005-07-09 15:00:00,85.0,140.0,964.0
ATLN,200504L,-84.2,25.2,2005-07-09 18:00:00,90.0,145.0,962.0
ATLN,200504L,-84.6,25.6,2005-07-09 21:00:00,100.0,148.1,952.0
ATLN,200504L,-85.0,26.1,2005-07-10 00:00:00,110.0,151.2,942.0
ATLN,200504L,-86.3,28.5,2005-07-10 12:00:00,120.0,145.0,930.0
ATLN,200504L,-86.6,29.2,2005-07-10 15:00:00,115.0,128.8,936.0
ATLN,200504L,-86.9,29.9,2005-07-10 18:00:00,110.0,112.5,942.0
ATLN,200504L,-87.3,30.7,2005-07-10 21:00:00,78.0,82.5,956.0
ATLN,200504L,-87.7,31.5,2005-07-11 00:00:00,45.0,52.5,970.0
ATLN,200504L,-88.8,33.9,2005-07-11 12:00:00,25.0,0.0,997.0
ATLN,200504L,-88.9,34.6,2005-07-11 15:00:00,22.0,0.0,1000.0
ATLN,200504L,-89.1,35.3,2005-07-11 18:00:00,20.0,0.0,1002.0
ATLN,200504L,-89.2,35.8,2005-07-11 21:00:00,20.0,0.0,1002.0
ATLN,200504L,-89.2,36.4,2005-07-12 00:00:00,20.0,0.0,1003.0
ATLN,200504L,-88.7,37.7,2005-07-12 12:00:00,15.0,0.0,1007.0
ATLN,200504L,-88.5,37.9,2005-07-12 15:00:00,15.0,0.0,1008.0
ATLN,200504L,-88.3,38.1,2005-07-12 18:00:00,15.0,0.0,1008.0
ATLN,200504L,-87.8,38.5,2005-07-13 00:00:00,15.0,0.0,1009.0
ATLN,200504L,-86.2,39.2,2005-07-13 15:00:00,15.0,0.0,1010.0
ATLN,200504L,-85.8,39.2,2005-07-13 18:00:00,15.0,0.0,1010.0
ATLN,200504L,-85.8,39.2,2005-07-13 21:00:00,12.0,0.0,1010.0
ATLN,200504L,-85.7,39.2,2005-07-14 00:00:00,10.0,0.0,1009.0
ATLN,200504L,-85.6,38.7,2005-07-14 12:00:00,10.0,0.0,1010.0
ATLN,200504L,-85.6,38.5,2005-07-14 15:00:00,10.0,0.0,1010.0
ATLN,200504L,-85.6,38.4,2005-07-14 18:00:00,10.0,0.0,1010.0
ATLN,200504L,-85.7,38.2,2005-07-14 21:00:00,10.0,0.0,1010.0
ATLN,200504L,-85.8,38.1,2005-07-15 00:00:00,10.0,0.0,1009.0
ATLN,200504L,-86.4,38.1,2005-07-15 12:00:00,10.0,0.0,1012.0
ATLN,200504L,-86.5,38.2,2005-07-15 15:00:00,10.0,0.0,1012.0
ATLN,200504L,-86.6,38.4,2005-07-15 18:00:00,10.0,0.0,1012.0
ATLN,200504L,-86.7,38.5,2005-07-15 21:00:00,10.0,0.0,1012.0
ATLN,200504L,-86.8,38.6,2005-07-16 00:00:00,10.0,0.0,1011.0
ATLN,200504L,-86.2,40.2,2005-07-16 12:00:00,10.0,0.0,1013.0
ATLN,200504L,-85.7,40.5,2005-07-16 15:00:00,10.0,0.0,1014.0
ATLN,200504L,-85.2,40.8,2005-07-16 18:00:00,10.0,0.0,1014.0
ATLN,200504L,-84.7,41.0,2005-07-16 21:00:00,10.0,0.0,1014.0
ATLN,200504L,-84.1,41.3,2005-07-17 00:00:00,10.0,0.0,1013.0
ATLN,200504L,-81.8,43.5,2005-07-17 15:00:00,10.0,0.0,1012.0
ATLN,200504L,-81.4,43.9,2005-07-17 18:00:00,10.0,0.0,1012.0
ATLN,200504L,-81.0,44.2,2005-07-17 21:00:00,10.0,0.0,1011.0
ATLN,200504L,-80.5,44.6,2005-07-18 00:00:00,10.0,0.0,1010.0
ATLN,200505L,-43.9,10.9,2005-07-11 09:00:00,30.0,0.0,1009.0
ATLN,200505L,-44.4,10.9,2005-07-11 12:00:00,30.0,0.0,1009.0
ATLN,200505L,-44.9,10.9,2005-07-11 15:00:00,30.0,0.0,1008.0
ATLN,200505L,-45.4,11.0,2005-07-11 18:00:00,30.0,0.0,1007.0
ATLN,200505L,-46.1,11.0,2005-07-11 21:00:00,32.0,12.5,1006.0
ATLN,200505L,-49.4,11.0,2005-07-12 09:00:00,42.0,28.8,1004.0
ATLN,200505L,-50.2,11.0,2005-07-12 12:00:00,45.0,32.5,1004.0
ATLN,200505L,-51.1,11.0,2005-07-12 15:00:00,45.0,32.5,1004.0
ATLN,200505L,-52.0,11.0,2005-07-12 18:00:00,45.0,32.5,1004.0
ATLN,200505L,-52.9,11.0,2005-07-12 21:00:00,45.0,38.1,1004.0
ATLN,200505L,-57.2,11.2,2005-07-13 12:00:00,50.0,61.2,1003.0
ATLN,200505L,-58.0,11.3,2005-07-13 15:00:00,52.0,71.9,1003.0
ATLN,200505L,-58.9,11.4,2005-07-13 18:00:00,55.0,82.5,1003.0
ATLN,200505L,-59.5,11.5,2005-07-13 21:00:00,62.0,82.5,1001.0
ATLN,200505L,-63.2,12.4,2005-07-14 12:00:00,85.0,80.0,980.0
ATLN,200505L,-64.1,12.7,2005-07-14 15:00:00,92.0,78.1,976.0
ATLN,200505L,-64.9,12.9,2005-07-14 18:00:00,100.0,76.2,971.0
ATLN,200505L,-70.9,14.3,2005-07-15 15:00:00,105.0,88.8,966.0
ATLN,200505L,-71.8,14.5,2005-07-15 18:00:00,95.0,87.5,969.0
ATLN,200505L,-76.5,15.9,2005-07-16 12:00:00,130.0,90.0,944.0
ATLN,200505L,-77.2,16.1,2005-07-16 15:00:00,132.0,91.2,940.0
ATLN,200505L,-78.0,16.4,2005-07-16 18:00:00,135.0,92.5,937.0
ATLN,200505L,-78.8,16.8,2005-07-16 21:00:00,138.0,92.5,933.0
ATLN,200505L,-82.8,18.3,2005-07-17 12:00:00,130.0,92.5,946.0
ATLN,200505L,-83.5,18.6,2005-07-17 15:00:00,128.0,92.5,947.0
ATLN,200505L,-84.3,18.9,2005-07-17 18:00:00,125.0,92.5,948.0
ATLN,200505L,-85.0,19.2,2005-07-17 21:00:00,122.0,95.0,950.0
ATLN,200505L,-85.8,19.5,2005-07-18 00:00:00,120.0,97.5,951.0
ATLN,200505L,-88.9,21.3,2005-07-18 12:00:00,65.0,96.2,975.0
ATLN,200505L,-89.6,21.6,2005-07-18 15:00:00,65.0,85.6,980.0
ATLN,200505L,-90.3,22.0,2005-07-18 18:00:00,65.0,75.0,984.0
ATLN,200505L,-90.9,22.3,2005-07-18 21:00:00,70.0,80.0,982.0
ATLN,200505L,-91.5,22.6,2005-07-19 00:00:00,75.0,85.0,981.0
ATLN,200505L,-94.0,23.7,2005-07-19 12:00:00,80.0,95.0,977.0
ATLN,200505L,-94.5,23.9,2005-07-19 15:00:00,82.0,101.2,968.0
ATLN,200505L,-95.1,24.1,2005-07-19 18:00:00,85.0,107.5,959.0
ATLN,200505L,-95.6,24.2,2005-07-19 21:00:00,98.0,110.0,954.0
ATLN,200505L,-96.1,24.4,2005-07-20 00:00:00,110.0,112.5,948.0
ATLN,200505L,-98.2,24.9,2005-07-20 15:00:00,90.0,96.9,960.0
ATLN,200505L,-98.7,25.0,2005-07-20 18:00:00,70.0,90.0,975.0
ATLN,200505L,-99.2,25.0,2005-07-20 21:00:00,58.0,71.2,985.0
